total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_equity_weight,total_turnover,period,start,end,benchmark_total_return,cash_total_return
-0.08483074799846801,-0.08817694317878,0.08293655524777432,-1.070848158809266,-0.11003326489150023,0.09917355371900827,4.470422951117511,2022,2022-01-04,2022-12-30,-0.21082164328657316,0.021246974323276824
-0.0458046713300817,-0.04765161061396728,0.08320829319392135,-0.5451418292775664,-0.06749864330374655,0.20723140495867767,12.011344005447963,2023,2023-01-03,2023-12-29,-0.11395289946821963,0.03328503800351745
0.03829370017447453,0.03990725512739024,0.1667832741703646,0.31782536342415707,-0.1180465589842673,0.3526859504132231,9.850017157078547,2024,2024-01-02,2024-12-31,0.16478424558355065,0.059766457539098816
0.11588248765902986,0.12042324059079235,0.16448008264292768,0.7737118308156671,-0.10144224723435702,0.675514403292181,16.575404342461376,2025,2025-01-02,2025-12-31,0.21591199795344096,-0.009299135145073745
-0.06407558956120896,-0.15092159402844618,0.22063085584217876,-0.6303331586421401,-0.14162333935060278,0.6666666666666666,6.4440776314599555,2026_ytd,2026-01-05,2026-06-09,-0.0037159372419488523,0.009859607759082678
