total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_equity_weight,total_turnover,period,start,end,benchmark_total_return,cash_total_return
-0.004681749445866745,-0.004874737878781343,0.02847172894698297,-0.1574413273002698,-0.026612137038440564,0.05165289256198347,2.9463001216073472,2022,2022-01-04,2022-12-30,-0.21082164328657316,0.021246974323276824
-0.07346533500289709,-0.07638214463095316,0.09684610831402932,-0.7717917325979411,-0.09487457307551961,0.17665289256198347,15.377616483118903,2023,2023-01-03,2023-12-29,-0.11395289946821963,0.03328503800351745
-0.005319858199727134,-0.0055390771216087265,0.22082043864265688,0.084105825905706,-0.1545615503678932,0.3347107438016529,16.023347950559035,2024,2024-01-02,2024-12-31,0.16478424558355065,0.059766457539098816
0.13690915828113104,0.14232500164560746,0.26362447670116596,0.638641690499213,-0.1549310131386935,0.7129629629629629,32.071191754974656,2025,2025-01-02,2025-12-31,0.21591199795344096,-0.009299135145073745
0.024303133718492465,0.06112007973858202,0.27601608599408417,0.3582762506686275,-0.13003960946701187,0.5882352941176471,10.620525054280368,2026_ytd,2026-01-05,2026-06-09,-0.0037159372419488523,0.009859607759082678
