date,code,market_state,reversal_5,momentum_20,momentum_60,momentum_120,low_volatility_20,drawdown_20,forward_return_5,forward_return_20
2024-08-30,159875,bear,-0.044386422976501416,-0.012345679012345734,-0.11894273127753296,-0.14163090128755362,-0.010870341526489798,-0.019607843137254832,-0.02749999999999997,0.36749999999999994
2024-08-30,512660,bear,-0.013221153846153966,-0.07667031763417309,-0.061247216035634766,-0.03986332574031892,-0.013875125251434948,-0.07565789473684215,-0.03440094899169632,0.30486358244365386
2024-08-30,512690,bear,-0.01862197392923659,-0.01618705035971224,-0.1762048192771084,-0.16995447647951434,-0.014450703762780263,-0.05851979345955238,-0.04753199268738573,0.32906764168190117
2024-08-30,159928,bear,-0.009790209790209836,-0.039893617021276584,-0.15948777648428403,-0.14047619047619042,-0.01152938448606892,-0.06476683937823835,-0.03185595567867039,0.2825484764542938
2024-08-30,512010,bear,-0.018927444794952786,-0.03293413173652693,-0.08498583569405094,-0.12466124661246614,-0.010360739428017789,-0.044378698224852076,-0.021671826625387025,0.35913312693498445
2024-08-30,159801,bear,-0.027568922305764243,-0.06605922551252852,-0.023809523809523836,-0.05092592592592593,-0.012348357998266841,-0.030732860520094607,-0.05365853658536579,0.29512195121951224
2024-08-30,512890,bear,0.026213592233009786,-0.019550342130987275,-0.05909943714821775,-0.01762977473065619,-0.008287340601944741,-0.04293893129771009,-0.02093718843469583,0.13858424725822527
2024-08-30,510880,bear,0.022556390977443552,-0.03173575129533679,-0.07544836116264686,-0.05737704918032782,-0.0071180539093963725,-0.04350607805502227,-0.01170568561872909,0.1384615384615384
2024-08-30,168204,bear,-0.0277617119722382,0.0,-0.1398838334946757,-0.1826126954921803,-0.012771223272628182,-0.019315673289183266,-0.02757456387169388,0.17051209904333153
2024-08-30,512400,bear,-0.004362050163576825,-0.022292993630573132,-0.11612284069097889,-0.06307222787385547,-0.009790871064679317,-0.013918629550321193,-0.04777415852334421,0.24104234527687285
2024-09-06,512480,bear,0.05441176470588238,-0.07747489239598271,-0.12278308321964526,-0.1287262872628726,-0.015303647323725744,-0.07747489239598271,-0.02488335925349927,0.38724727838258155
2024-09-06,159995,bear,0.05474452554744513,-0.07938388625592407,-0.10689655172413792,-0.12302483069977421,-0.014561746176762128,-0.08372641509433953,-0.02316602316602323,0.3848133848133848
2024-09-06,512760,bear,0.054616384915474714,-0.0774111675126904,-0.11878787878787878,-0.13038277511961727,-0.014949540125254797,-0.07974683544303807,-0.02613480055020634,0.3768913342503437
2024-09-06,515050,bear,0.059016393442622994,-0.057986870897155374,-0.14243027888446214,-0.08695652173913038,-0.015575910667734229,-0.07219827586206906,0.016260162601626105,0.27874564459930307
2024-09-06,512000,bear,0.002564102564102555,0.0051679586563306845,-0.026282853566958697,-0.08899297423887587,-0.011382246578118779,-0.007653061224489832,-0.007712082262210762,0.33290488431876586
2024-09-06,515030,bear,0.010752688172043001,-0.00325027085590468,-0.14098972922502329,-0.1929824561403508,-0.015018580069824206,-0.018143009605122717,-0.011956521739130421,0.2369565217391303
2024-09-06,159875,bear,0.02749999999999997,-0.029925187032418976,-0.11990950226244346,-0.21095334685598377,-0.011795810232770425,-0.029925187032418976,-0.015424164524421635,0.19537275064267345
2024-09-06,512660,bear,0.03440094899169632,-0.06758304696449036,-0.09856035437430799,-0.08846584546472569,-0.013574407687418794,-0.06971428571428573,-0.011056511056510954,0.22850122850122867
2024-09-06,512690,bear,0.04753199268738573,-0.09861591695501726,-0.17952755905511808,-0.2546494992846924,-0.016535003224258465,-0.0939130434782608,-0.05950095969289837,0.18042226487523982
2024-09-06,159928,bear,0.03185595567867039,-0.08746736292428203,-0.15884476534296033,-0.19097222222222232,-0.012663941715555143,-0.08865710560625828,-0.045779685264663694,0.16452074391988547
2024-09-06,512010,bear,0.021671826625387025,-0.04531722054380671,-0.0893371757925071,-0.18346253229974163,-0.010543462936628526,-0.059523809523809534,-0.01898734177215189,0.1708860759493671
2024-09-06,159801,bear,0.05365853658536579,-0.07619047619047614,-0.10392609699769051,-0.11818181818181817,-0.014561255059298395,-0.08056872037914686,-0.02577319587628868,0.38144329896907214
2024-09-06,512890,bear,0.02093718843469583,-0.0315581854043393,-0.07183364839319473,-0.014056224899598457,-0.008541860994334908,-0.0629770992366413,-0.03665987780040736,0.1089613034623218
2024-09-06,510880,bear,0.01170568561872909,-0.030511811023621993,-0.08315234253800796,-0.039649008774780614,-0.00719340965467442,-0.05470249520153547,-0.0372250423011844,0.09340101522842637
2024-09-06,168204,bear,0.02757456387169388,-0.03139013452914796,-0.17360114777618374,-0.15294117647058825,-0.013702272593473947,-0.04635761589403975,-0.03472222222222221,0.10706018518518512
2024-09-06,512400,bear,0.04777415852334421,-0.04466230936819171,-0.13681102362204722,-0.12124248496993983,-0.011996720214512861,-0.06102783725910066,-0.015963511972634015,0.16077537058152802
2024-09-13,512480,bear,0.02488335925349927,-0.09130434782608687,-0.16622340425531912,-0.16843501326259946,-0.01525731290246569,-0.08998548621190128,0.02551834130781505,0.5789473684210527
2024-09-13,159995,bear,0.02316602316602323,-0.09318996415770608,-0.15100671140939603,-0.1529017857142857,-0.014378330578875715,-0.09535160905840279,0.021080368906455815,0.5678524374176548
2024-09-13,512760,bear,0.02613480055020634,-0.09230769230769242,-0.16312056737588654,-0.16410861865407322,-0.014780177712192179,-0.09230769230769242,0.024011299435028333,0.5593220338983054
2024-09-13,515050,bear,-0.016260162601626105,-0.05711206896551724,-0.14883268482490275,-0.10164271047227924,-0.015901878948378214,-0.056094929881337685,0.04685714285714293,0.34171428571428564
2024-09-13,512000,bear,0.007712082262210762,-0.00898587933247752,-0.021546261089987362,-0.11162255466052928,-0.010588788446860047,-0.01025641025641022,0.0751295336787563,0.4183937823834196
2024-09-13,515030,bear,0.011956521739130421,0.0,-0.11661807580174921,-0.2088772845953002,-0.01770044435289997,-0.037076271186440635,0.053905390539053855,0.3102310231023102
2024-09-13,159875,bear,0.015424164524421635,-0.03282828282828287,-0.09669811320754718,-0.21995926680244393,-0.012968986289915252,-0.04249999999999998,0.03394255874673635,0.27937336814621405
2024-09-13,512660,bear,0.011056511056510954,-0.05957943925233633,-0.08730158730158721,-0.125,-0.012962098729147494,-0.05627198124267285,0.019875776397515477,0.3180124223602483
2024-09-13,512690,bear,0.05950095969289837,-0.1250000000000001,-0.1914191419141914,-0.3117977528089887,-0.01737409626695417,-0.12028725314183131,0.08163265306122458,0.27755102040816326
2024-09-13,159928,bear,0.045779685264663694,-0.10828877005347592,-0.1620603015075377,-0.24632768361581914,-0.012702255924528538,-0.1010781671159029,0.06746626686656665,0.2413793103448274
2024-09-13,512010,bear,0.01898734177215189,-0.05775075987841949,-0.07185628742514971,-0.17553191489361708,-0.010292009643140698,-0.049079754601227044,0.022580645161290436,0.2290322580645161
2024-09-13,159801,bear,0.02577319587628868,-0.09352517985611508,-0.14864864864864868,-0.15056179775280898,-0.01425577690418862,-0.09569377990430616,0.021164021164021163,0.574074074074074
2024-09-13,512890,bear,0.03665987780040736,-0.08422071636011619,-0.09904761904761916,-0.05964214711729632,-0.008568057214118312,-0.09732824427480924,0.07293868921775903,0.1585623678646937
2024-09-13,510880,bear,0.0372250423011844,-0.08107235142118863,-0.11065958111909957,-0.07086871325930755,-0.00820095360498638,-0.08989123480486239,0.06818980667838304,0.1402460456942003
2024-09-13,168204,bear,0.03472222222222221,-0.07794361525704807,-0.18034398034398047,-0.17138599105812224,-0.014247527101414758,-0.0743618201997781,0.08872901678657086,0.14988009592326135
2024-09-13,512400,bear,0.015963511972634015,-0.06093579978237218,-0.13872255489021956,-0.16294859359844804,-0.011129712880490245,-0.07601713062098503,0.0811123986095017,0.2375434530706837
2024-09-20,512480,bear,0.027993779160186638,-0.07132243684992579,-0.1307371349095966,-0.12709497206703912,-0.014969076648867015,-0.08088235294117652,0.1552,0.5744
2024-09-20,159995,bear,0.030808729139923052,-0.08038976857490854,-0.12107101280558785,-0.12004662004662003,-0.014464045422841172,-0.08150851581508511,0.17086092715231782,0.5615894039735101
2024-09-20,512760,bear,0.030303030303030276,-0.07853403141361259,-0.1297898640296664,-0.12763320941759615,-0.014652444291005312,-0.0845253576072823,0.16051136363636354,0.5582386363636365
2024-09-20,515050,bear,0.002309468822170868,-0.061889250814332275,-0.14200595829195628,-0.07395498392282962,-0.01576498054978947,-0.05573770491803287,0.1469907407407407,0.3402777777777777
2024-09-20,512000,bear,-0.012953367875647714,0.01822916666666674,0.006435006435006496,-0.05896510228640184,-0.010205822882723373,-0.0012771392081737387,0.2710997442455243,0.40281329923273645
2024-09-20,515030,bear,0.03601694915254228,0.004415011037527616,-0.1095890410958904,-0.1903914590747331,-0.017467663034508422,-0.03601694915254228,0.19560439560439558,0.354945054945055
2024-09-20,159875,bear,0.02813299232736577,-0.023136246786632397,-0.09090909090909083,-0.20668058455114824,-0.012713210544248794,-0.050000000000000044,0.18947368421052624,0.37631578947368416
2024-09-20,512660,bear,0.030637254901960675,-0.05155875299760182,-0.08554913294797684,-0.10520361990950222,-0.013126375778929722,-0.06168446026097263,0.1491782553729457,0.35398230088495564
2024-09-20,512690,bear,0.025390625,-0.08608058608058611,-0.18196721311475406,-0.28714285714285714,-0.01878840748211026,-0.08775137111517373,0.29258517034068143,0.25651302605210424
