date,open,high,low,close,volume,amount,suspended
2013-04-09,100.3,100.315,100.229,100.267,5202728,521697216,False
2013-04-10,100.28,100.302,100.272,100.296,5596440,561280384,False
2013-04-11,100.3,100.31,100.291,100.302,6233105,625179456,False
2013-04-12,100.304,100.384,100.304,100.352,3217067,322805952,False
2013-04-15,100.39,100.468,100.39,100.425,3866996,388437792,False
2013-04-16,100.5,100.596,100.47,100.516,5842487,587523264,False
2013-04-17,100.57,100.68,100.543,100.601,6938238,698103744,False
2013-04-18,100.601,100.615,100.102,100.359,5125548,514723936,False
2013-04-19,100.216,100.29,100.0,100.11,4757575,476159168,False
2013-04-22,100.065,100.09,99.831,99.859,4533829,453540672,False
2013-04-23,99.8,100.155,99.8,100.145,5041647,504540224,False
2013-04-24,100.14,100.298,100.0,100.154,4413536,442112096,False
2013-04-25,100.154,100.298,100.105,100.289,7046000,706311424,False
2013-04-26,100.291,100.5,100.291,100.357,6273539,629794368,False
2013-05-02,100.4,100.558,100.4,100.497,5750916,577941952,False
2013-05-03,100.591,100.607,100.48,100.503,6039168,607008576,False
2013-05-06,100.5,100.565,100.41,100.481,5376123,540292224,False
2013-05-07,100.508,100.55,100.452,100.53,5714464,574250176,False
2013-05-08,100.59,100.59,100.5,100.52,7455555,749487360,False
2013-05-09,100.53,100.535,100.499,100.519,7053283,709006656,False
2013-05-10,100.514,100.58,100.504,100.552,8450316,849431680,False
2013-05-13,100.55,100.551,100.479,100.521,5441812,547000576,False
2013-05-14,100.533,100.533,100.5,100.513,5898904,592943232,False
2013-05-15,100.512,100.516,100.465,100.474,7136164,717178496,False
2013-05-16,100.474,100.489,100.35,100.351,9009052,904818688,False
2013-05-17,100.4,100.509,100.371,100.456,7086487,711980608,False
2013-05-20,100.45,100.47,100.32,100.428,7353423,738450624,False
2013-05-21,100.409,100.435,100.3,100.35,9407254,943985664,False
2013-05-22,100.355,100.389,100.335,100.371,8669705,870085376,False
2013-05-23,100.381,100.415,100.32,100.364,9774526,981124032,False
2013-05-24,100.371,100.403,100.369,100.38,7295212,732328768,False
2013-05-27,100.389,100.5,100.389,100.484,9268116,930644288,False
2013-05-28,100.49,100.58,100.462,100.49,8657087,869978944,False
2013-05-29,100.501,100.51,100.452,100.485,9171076,921557824,False
2013-05-30,100.48,100.56,100.45,100.511,8699880,874139840,False
2013-05-31,100.51,100.6,100.5,100.503,7960494,800199296,False
2013-06-03,100.285,100.285,100.18,100.209,9158604,917748160,False
2013-06-04,100.203,100.259,100.175,100.205,8070849,808662784,False
2013-06-05,100.192,100.225,100.17,100.18,11693433,1171632640,False
2013-06-06,100.18,100.204,100.162,100.183,15512041,1554174336,False
2013-06-07,100.19,100.26,100.156,100.206,16057874,1608826112,False
2013-06-13,100.208,100.267,100.171,100.211,15555992,1559243904,False
2013-06-14,100.22,100.26,100.161,100.17,11205383,1122865536,False
2013-06-17,100.161,100.185,100.103,100.141,11798832,1181409280,False
2013-06-18,100.142,100.157,100.05,100.088,11400533,1141355648,False
